InvoiceID,Date,CustomerID,Gender,AgeGroup,Region,ProductCategory,ProductName,Quantity,UnitPrice,TotalSale,Discount,Profit,PaymentMethod
INV009409,2023-07-08,CUST7988,Male,36-45,Port Elizabeth,Desserts,Cheesecake,4,68.29,273.16,1.75,127.26,Card
INV009410,2023-07-08,CUST4798,Male,26-35,Johannesburg,Desserts,Ice Cream,3,121.69,365.07,9.66,166.44,Card
INV009411,2023-07-08,CUST7535,Female,18-25,Cape Town,Desserts,Pudding,2,47.4,94.8,0.07,27.66,Card
INV009412,2023-07-08,CUST5267,Female,36-45,Port Elizabeth,Desserts,Chocolate Cake,2,174.33,348.66,6.84,119.97,Cash
INV009413,2023-07-08,CUST8237,Male,18-25,Cape Town,Main Course,Steak,2,58.97,117.94,6.08,29.17,EFT
INV009414,2023-07-08,CUST9164,Male,26-35,Durban,Drinks,Wine,2,66.03,132.06,11.04,36.5,Cash
INV009415,2023-07-08,CUST2138,Female,26-35,Durban,Main Course,Fish & Chips,4,113.79,455.16,39.43,194.51,EFT
INV009416,2023-07-08,CUST8632,Female,36-45,Cape Town,Desserts,Cheesecake,1,35.43,35.43,1.95,11.63,EFT
INV009417,2023-07-09,CUST7234,Male,26-35,Pretoria,Main Course,Beef Burger,1,244.03,244.03,0.59,57.46,EFT
INV009418,2023-07-09,CUST6150,Male,46-60,Durban,Starters,Chicken Wings,4,69.71,278.84,20.53,85.68,EFT
INV009419,2023-07-09,CUST2778,Male,18-25,Pretoria,Starters,Soup of the Day,1,85.68,85.68,1.53,17.83,EFT
INV009420,2023-07-09,CUST7902,Male,60+,Johannesburg,Drinks,Coke,4,126.2,504.8,9.78,136.8,Card
INV009421,2023-07-09,CUST2281,Male,60+,Port Elizabeth,Drinks,Tea,3,107.44,322.32,0.25,87.46,EFT
INV009422,2023-07-09,CUST3254,Male,26-35,Port Elizabeth,Main Course,Beef Burger,3,54.4,163.2,9.8,49.63,EFT
INV009423,2023-07-09,CUST4187,Male,36-45,Cape Town,Main Course,Pasta Alfredo,4,85.91,343.64,2.7,89.78,Card
INV009424,2023-07-09,CUST2881,Female,26-35,Durban,Starters,Salad,4,23.7,94.8,7.18,21.02,Cash
INV009425,2023-07-09,CUST9572,Female,36-45,Pretoria,Starters,Chicken Wings,4,172.33,689.32,22.26,235.14,Cash
INV009426,2023-07-09,CUST7582,Male,60+,Port Elizabeth,Starters,Chicken Wings,4,113.95,455.8,35.3,218.42,Card
INV009427,2023-07-09,CUST8871,Female,18-25,Cape Town,Main Course,Steak,2,204.06,408.12,5.25,91.45,EFT
INV009428,2023-07-09,CUST1586,Male,60+,Durban,Starters,Chicken Wings,4,132.54,530.16,8.09,196.68,EFT
INV009429,2023-07-09,CUST4714,Male,46-60,Johannesburg,Main Course,Fish & Chips,2,126.79,253.58,15.84,116.84,Card
INV009430,2023-07-09,CUST7562,Female,26-35,Johannesburg,Main Course,Fish & Chips,1,245.53,245.53,13.35,115.2,Cash
INV009431,2023-07-09,CUST7258,Male,60+,Johannesburg,Main Course,Pasta Alfredo,3,178.74,536.22,1.58,189.58,EFT
INV009432,2023-07-09,CUST4538,Male,60+,Port Elizabeth,Desserts,Cheesecake,4,48.03,192.12,13.03,43.28,EFT
INV009433,2023-07-09,CUST9065,Female,36-45,Johannesburg,Main Course,Pasta Alfredo,4,244.89,979.56,61.39,218.56,EFT
INV009434,2023-07-09,CUST9183,Male,60+,Port Elizabeth,Starters,Garlic Bread,1,95.79,95.79,5.93,28.7,EFT
INV009435,2023-07-09,CUST7801,Female,46-60,Durban,Drinks,Wine,2,201.83,403.66,35.87,185.03,EFT
INV009436,2023-07-09,CUST1359,Male,26-35,Cape Town,Main Course,Beef Burger,1,240.36,240.36,11.48,64.03,Card
INV009437,2023-07-09,CUST5955,Female,36-45,Pretoria,Drinks,Tea,1,105.86,105.86,6.61,27.5,Cash
INV009438,2023-07-09,CUST7335,Female,18-25,Durban,Starters,Chicken Wings,2,146.74,293.48,16.28,91.25,Cash
INV009439,2023-07-09,CUST6192,Female,26-35,Johannesburg,Starters,Chicken Wings,4,106.06,424.24,33.73,130.38,Card
INV009440,2023-07-09,CUST9667,Male,46-60,Pretoria,Drinks,Wine,3,45.98,137.94,12.85,56.12,EFT
INV009441,2023-07-09,CUST2307,Female,18-25,Cape Town,Drinks,Coke,2,21.58,43.16,3.46,21.18,Cash
INV009442,2023-07-09,CUST1117,Male,26-35,Durban,Starters,Soup of the Day,2,98.51,197.02,15.43,55.58,Card
INV009443,2023-07-09,CUST7798,Male,60+,Pretoria,Desserts,Pudding,1,177.2,177.2,10.09,76.9,EFT
INV009444,2023-07-09,CUST2046,Male,18-25,Pretoria,Desserts,Pudding,1,227.26,227.26,1.2,53.83,Card
INV009445,2023-07-09,CUST5482,Male,18-25,Johannesburg,Desserts,Chocolate Cake,3,132.09,396.27,16.83,141.87,Card
INV009446,2023-07-09,CUST5000,Female,60+,Cape Town,Main Course,Grilled Chicken,2,126.47,252.94,3.68,104.43,Card
INV009447,2023-07-09,CUST7548,Female,36-45,Port Elizabeth,Main Course,Steak,4,144.76,579.04,35.01,261.12,Card
INV009448,2023-07-09,CUST3426,Female,18-25,Port Elizabeth,Main Course,Beef Burger,2,36.98,73.96,2.12,24.22,Cash
INV009449,2023-07-09,CUST8887,Female,18-25,Pretoria,Main Course,Pasta Alfredo,2,149.6,299.2,1.35,131.82,Cash
INV009450,2023-07-09,CUST1361,Male,60+,Port Elizabeth,Starters,Salad,2,234.9,469.8,9.95,162.73,EFT
INV009451,2023-07-09,CUST4739,Female,36-45,Port Elizabeth,Main Course,Pasta Alfredo,4,149.19,596.76,29.67,192.8,Cash
INV009452,2023-07-09,CUST2360,Female,18-25,Pretoria,Starters,Garlic Bread,3,222.16,666.48,53.49,259.87,EFT
INV009453,2023-07-09,CUST5713,Male,60+,Durban,Desserts,Ice Cream,4,43.04,172.16,13.61,74.35,Card
INV009454,2023-07-09,CUST5497,Female,18-25,Cape Town,Desserts,Ice Cream,4,244.01,976.04,94.72,482.41,Card
INV009455,2023-07-09,CUST3032,Male,60+,Pretoria,Main Course,Fish & Chips,4,157.63,630.52,4.8,204.44,EFT
INV009456,2023-07-09,CUST5252,Male,18-25,Port Elizabeth,Drinks,Beer,1,36.79,36.79,2.63,12.11,EFT
INV009457,2023-07-09,CUST1058,Female,26-35,Pretoria,Main Course,Pasta Alfredo,4,136.06,544.24,23.09,157.16,Card
INV009458,2023-07-09,CUST2711,Male,26-35,Pretoria,Desserts,Chocolate Cake,4,48.08,192.32,14.1,53.66,EFT
INV009459,2023-07-09,CUST1461,Male,46-60,Pretoria,Desserts,Chocolate Cake,3,211.42,634.26,16.15,163.37,Card
INV009460,2023-07-09,CUST8821,Male,36-45,Port Elizabeth,Main Course,Steak,2,81.45,162.9,14.15,70.21,EFT
INV009461,2023-07-09,CUST4325,Male,46-60,Cape Town,Main Course,Fish & Chips,4,221.05,884.2,6.97,350.66,EFT
INV009462,2023-07-09,CUST8589,Male,60+,Port Elizabeth,Main Course,Steak,4,34.32,137.28,10.43,46.7,Cash
INV009463,2023-07-09,CUST4067,Male,46-60,Johannesburg,Desserts,Cheesecake,4,208.68,834.72,3.46,261.03,Card
INV009464,2023-07-10,CUST1232,Male,36-45,Port Elizabeth,Main Course,Beef Burger,4,26.22,104.88,2.06,27.44,EFT
INV009465,2023-07-10,CUST9130,Male,36-45,Johannesburg,Starters,Garlic Bread,3,124.26,372.78,18.94,112.58,Card
INV009466,2023-07-10,CUST9647,Female,26-35,Cape Town,Desserts,Cheesecake,4,146.38,585.52,7.05,215.87,EFT
INV009467,2023-07-10,CUST4391,Female,60+,Cape Town,Main Course,Grilled Chicken,4,136.38,545.52,48.24,251.26,Cash
INV009468,2023-07-10,CUST4775,Male,60+,Johannesburg,Main Course,Grilled Chicken,4,125.68,502.72,5.58,223.8,EFT
INV009469,2023-07-10,CUST1515,Female,60+,Cape Town,Main Course,Steak,3,196.38,589.14,47.99,275.57,EFT
INV009470,2023-07-10,CUST9010,Female,26-35,Johannesburg,Main Course,Beef Burger,2,149.89,299.78,17.93,88.79,EFT
INV009471,2023-07-10,CUST4135,Male,18-25,Johannesburg,Desserts,Chocolate Cake,4,50.05,200.2,3.64,96.13,EFT
INV009472,2023-07-10,CUST2511,Male,18-25,Pretoria,Desserts,Chocolate Cake,3,186.46,559.38,10.33,275.54,Cash
INV009473,2023-07-10,CUST3410,Female,60+,Pretoria,Drinks,Wine,1,113.04,113.04,9.23,30.01,Cash
INV009474,2023-07-10,CUST9756,Male,18-25,Cape Town,Drinks,Coke,4,171.12,684.48,15.08,150.33,Cash
INV009475,2023-07-10,CUST8166,Male,36-45,Johannesburg,Drinks,Wine,1,49.85,49.85,3.07,20.32,Card
INV009476,2023-07-10,CUST9253,Female,26-35,Johannesburg,Drinks,Tea,3,176.85,530.55,5.16,204.21,Card
INV009477,2023-07-10,CUST2692,Male,60+,Johannesburg,Main Course,Pasta Alfredo,1,85.65,85.65,1.3,42.56,Card
INV009478,2023-07-10,CUST9028,Female,18-25,Pretoria,Starters,Soup of the Day,3,74.41,223.23,21.28,88.16,EFT
INV009479,2023-07-10,CUST8315,Female,26-35,Johannesburg,Main Course,Fish & Chips,1,183.32,183.32,1.9,70.97,Cash
INV009480,2023-07-10,CUST5703,Male,60+,Cape Town,Main Course,Beef Burger,1,201.4,201.4,5.51,63.41,Cash
INV009481,2023-07-10,CUST7354,Male,36-45,Cape Town,Desserts,Ice Cream,2,25.59,51.18,0.24,23.07,Cash
INV009482,2023-07-10,CUST6124,Female,26-35,Durban,Starters,Soup of the Day,1,52.37,52.37,3.5,22.19,Cash
INV009483,2023-07-10,CUST4543,Male,36-45,Cape Town,Drinks,Coffee,4,40.37,161.48,9.09,50.42,Cash
INV009484,2023-07-10,CUST3858,Female,36-45,Durban,Main Course,Fish & Chips,2,148.27,296.54,0.92,120.13,Card
INV009485,2023-07-10,CUST7083,Male,36-45,Cape Town,Main Course,Fish & Chips,4,189.37,757.48,58.42,230.08,Card
INV009486,2023-07-10,CUST7822,Male,26-35,Pretoria,Desserts,Ice Cream,2,197.02,394.04,34.29,192.8,Card
INV009487,2023-07-10,CUST6984,Female,36-45,Port Elizabeth,Drinks,Coffee,4,48.49,193.96,18.19,62.05,Cash
INV009488,2023-07-10,CUST6400,Female,60+,Pretoria,Desserts,Chocolate Cake,4,134.72,538.88,10.27,165.21,EFT
INV009489,2023-07-10,CUST4698,Male,26-35,Pretoria,Main Course,Grilled Chicken,3,167.09,501.27,24.65,177.51,Cash
INV009490,2023-07-10,CUST6167,Male,36-45,Durban,Drinks,Tea,2,220.73,441.46,6.44,167.71,Cash
INV009491,2023-07-10,CUST7427,Female,26-35,Pretoria,Starters,Garlic Bread,3,151.42,454.26,23.52,94.93,Card
INV009492,2023-07-10,CUST4484,Male,46-60,Pretoria,Main Course,Beef Burger,1,111.74,111.74,6.15,46.04,Cash
INV009493,2023-07-10,CUST3793,Female,18-25,Johannesburg,Drinks,Wine,3,219.02,657.06,18.73,203.38,Card
INV009494,2023-07-11,CUST6424,Male,60+,Port Elizabeth,Drinks,Tea,4,82.43,329.72,26.85,68.86,EFT
INV009495,2023-07-11,CUST6406,Female,60+,Pretoria,Main Course,Pasta Alfredo,4,84.7,338.8,31.35,148.7,Card
INV009496,2023-07-11,CUST5636,Female,36-45,Port Elizabeth,Drinks,Tea,3,121.31,363.93,29.94,165.97,Cash
INV009497,2023-07-11,CUST1308,Female,46-60,Johannesburg,Drinks,Coffee,2,248.73,497.46,42.35,244.86,EFT
INV009498,2023-07-11,CUST3603,Male,36-45,Johannesburg,Main Course,Beef Burger,2,198.53,397.06,37.48,129.42,EFT
INV009499,2023-07-11,CUST7474,Female,18-25,Pretoria,Main Course,Steak,3,68.96,206.88,15.16,90.12,Cash
INV009500,2023-07-11,CUST2287,Male,46-60,Durban,Drinks,Coffee,4,115.07,460.28,25.07,93.53,EFT
INV009501,2023-07-11,CUST4263,Male,36-45,Port Elizabeth,Main Course,Steak,3,65.39,196.17,4.78,59.48,EFT
INV009502,2023-07-11,CUST2745,Female,36-45,Durban,Main Course,Grilled Chicken,3,50.67,152.01,0.18,75.95,Card
INV009503,2023-07-11,CUST6971,Male,36-45,Johannesburg,Starters,Salad,1,203.41,203.41,14.85,70.22,Cash
INV009504,2023-07-11,CUST1986,Male,46-60,Johannesburg,Drinks,Coffee,3,36.62,109.86,10.07,21.98,Card
INV009505,2023-07-11,CUST3169,Female,60+,Johannesburg,Drinks,Wine,3,135.28,405.84,39.57,105.29,EFT
INV009506,2023-07-11,CUST4104,Female,26-35,Cape Town,Drinks,Coffee,4,175.21,700.84,68.29,336.56,Card
INV009507,2023-07-11,CUST9354,Male,46-60,Port Elizabeth,Drinks,Coke,3,90.77,272.31,23.17,73.14,Cash
INV009508,2023-07-11,CUST6800,Male,26-35,Johannesburg,Starters,Chicken Wings,4,248.39,993.56,44.47,496.51,Cash
INV009509,2023-07-11,CUST4132,Female,18-25,Durban,Starters,Soup of the Day,4,100.01,400.04,36.59,119.55,EFT
INV009510,2023-07-11,CUST1346,Male,18-25,Johannesburg,Starters,Soup of the Day,4,100.24,400.96,36.55,90.22,Card
INV009511,2023-07-11,CUST3542,Male,26-35,Durban,Starters,Chicken Wings,2,117.33,234.66,21.63,112.3,Cash
INV009512,2023-07-11,CUST4766,Female,18-25,Johannesburg,Main Course,Beef Burger,1,42.66,42.66,0.11,10.28,Cash
INV009513,2023-07-11,CUST4035,Male,36-45,Cape Town,Starters,Garlic Bread,4,75.53,302.12,11.17,73.39,Card
INV009514,2023-07-11,CUST6825,Female,18-25,Cape Town,Main Course,Pasta Alfredo,1,214.42,214.42,10.46,104.41,Card
INV009515,2023-07-11,CUST6492,Female,46-60,Johannesburg,Drinks,Tea,4,95.06,380.24,28.97,127.7,EFT
INV009516,2023-07-11,CUST2620,Female,60+,Pretoria,Starters,Salad,3,46.53,139.59,3.14,47.86,EFT
INV009517,2023-07-11,CUST2137,Male,60+,Port Elizabeth,Desserts,Cheesecake,4,148.78,595.12,17.44,241.68,Card
INV009518,2023-07-12,CUST1519,Female,36-45,Pretoria,Main Course,Fish & Chips,2,66.57,133.14,1.47,60.97,Card
INV009519,2023-07-12,CUST7467,Female,18-25,Port Elizabeth,Starters,Chicken Wings,1,70.2,70.2,1.99,27.07,Cash
INV009520,2023-07-12,CUST1379,Female,36-45,Durban,Desserts,Ice Cream,4,211.79,847.16,39.86,369.82,EFT
INV009521,2023-07-12,CUST4149,Male,60+,Port Elizabeth,Main Course,Beef Burger,1,238.21,238.21,20.51,115.78,Cash
INV009522,2023-07-12,CUST9097,Male,36-45,Pretoria,Main Course,Steak,4,114.77,459.08,9.5,116.61,Cash
INV009523,2023-07-12,CUST6505,Female,36-45,Pretoria,Starters,Soup of the Day,4,146.65,586.6,40.11,172.59,Cash
INV009524,2023-07-12,CUST9358,Male,36-45,Port Elizabeth,Main Course,Grilled Chicken,1,180.2,180.2,17.81,73.29,Card
INV009525,2023-07-12,CUST8668,Male,46-60,Johannesburg,Drinks,Wine,3,129.76,389.28,29.99,141.18,Card
INV009526,2023-07-12,CUST4440,Male,26-35,Pretoria,Starters,Garlic Bread,2,32.6,65.2,1.9,17.36,Cash
INV009527,2023-07-12,CUST4845,Male,36-45,Port Elizabeth,Drinks,Beer,3,51.82,155.46,4.44,55.47,Cash
INV009528,2023-07-12,CUST9133,Male,36-45,Cape Town,Desserts,Cheesecake,2,103.79,207.58,3.26,72.47,EFT
INV009529,2023-07-12,CUST6149,Male,36-45,Cape Town,Drinks,Coffee,1,150.17,150.17,7.01,61.1,Card
INV009530,2023-07-12,CUST2313,Female,26-35,Port Elizabeth,Drinks,Coke,3,94.46,283.38,17.26,108.72,EFT
INV009531,2023-07-12,CUST4102,Male,26-35,Durban,Drinks,Wine,4,181.25,725.0,15.42,241.84,Card
INV009532,2023-07-12,CUST4766,Female,18-25,Johannesburg,Main Course,Fish & Chips,2,59.07,118.14,8.45,48.08,Card
INV009533,2023-07-12,CUST7652,Male,46-60,Johannesburg,Main Course,Fish & Chips,4,121.52,486.08,6.84,194.94,Cash
INV009534,2023-07-12,CUST6438,Female,46-60,Johannesburg,Starters,Chicken Wings,4,169.12,676.48,21.0,208.36,Cash
INV009535,2023-07-12,CUST1307,Female,18-25,Durban,Desserts,Cheesecake,3,238.07,714.21,29.88,288.36,EFT
INV009536,2023-07-12,CUST9055,Male,60+,Johannesburg,Desserts,Cheesecake,3,53.57,160.71,14.22,70.47,Cash
INV009537,2023-07-12,CUST8552,Female,18-25,Johannesburg,Main Course,Beef Burger,2,222.23,444.46,26.51,151.61,Card
INV009538,2023-07-12,CUST4614,Female,46-60,Cape Town,Starters,Soup of the Day,1,173.19,173.19,2.3,61.63,Cash
INV009539,2023-07-13,CUST7602,Male,36-45,Johannesburg,Starters,Chicken Wings,3,52.74,158.22,6.45,61.65,EFT
INV009540,2023-07-13,CUST8758,Male,18-25,Durban,Drinks,Coffee,1,23.96,23.96,1.39,10.47,EFT
INV009541,2023-07-13,CUST2629,Male,60+,Durban,Desserts,Cheesecake,4,143.75,575.0,36.85,201.84,EFT
INV009542,2023-07-13,CUST5043,Female,36-45,Pretoria,Starters,Soup of the Day,1,135.17,135.17,0.3,34.36,EFT
INV009543,2023-07-13,CUST1568,Male,26-35,Cape Town,Main Course,Grilled Chicken,4,161.3,645.2,6.77,258.32,Card
INV009544,2023-07-13,CUST5054,Female,60+,Port Elizabeth,Main Course,Steak,3,158.58,475.74,26.79,204.04,Cash
INV009545,2023-07-13,CUST2465,Female,18-25,Port Elizabeth,Starters,Chicken Wings,3,241.1,723.3,52.96,216.46,Cash
INV009546,2023-07-13,CUST8260,Female,26-35,Pretoria,Main Course,Fish & Chips,3,246.1,738.3,36.43,171.86,Card
INV009547,2023-07-13,CUST8526,Female,36-45,Cape Town,Main Course,Pasta Alfredo,1,234.37,234.37,2.02,116.73,Cash
INV009548,2023-07-13,CUST9425,Female,36-45,Pretoria,Starters,Chicken Wings,1,128.09,128.09,3.98,41.19,Cash
INV009549,2023-07-13,CUST2723,Male,46-60,Johannesburg,Desserts,Chocolate Cake,4,78.12,312.48,3.87,102.49,Cash
INV009550,2023-07-13,CUST1731,Female,18-25,Johannesburg,Desserts,Pudding,3,169.22,507.66,50.55,237.44,Card
INV009551,2023-07-13,CUST8580,Female,18-25,Pretoria,Starters,Garlic Bread,3,90.81,272.43,19.37,103.94,Cash
INV009552,2023-07-13,CUST6636,Male,46-60,Pretoria,Starters,Garlic Bread,3,120.29,360.87,32.39,152.7,EFT
INV009553,2023-07-13,CUST3283,Female,18-25,Durban,Desserts,Ice Cream,1,64.81,64.81,3.24,28.38,EFT
INV009554,2023-07-13,CUST5486,Female,26-35,Cape Town,Main Course,Pasta Alfredo,3,101.66,304.98,24.88,100.37,Card
INV009555,2023-07-13,CUST3426,Female,60+,Port Elizabeth,Main Course,Grilled Chicken,4,36.01,144.04,2.89,47.37,Cash
INV009556,2023-07-13,CUST6911,Female,60+,Pretoria,Desserts,Ice Cream,2,96.58,193.16,6.16,43.91,Card
INV009557,2023-07-13,CUST4892,Male,26-35,Durban,Main Course,Grilled Chicken,1,179.32,179.32,11.18,68.49,EFT
INV009558,2023-07-13,CUST4246,Male,60+,Port Elizabeth,Desserts,Pudding,4,61.78,247.12,23.08,78.91,EFT
INV009559,2023-07-13,CUST3850,Female,46-60,Durban,Main Course,Grilled Chicken,3,208.21,624.63,11.26,226.33,EFT
INV009560,2023-07-13,CUST2721,Female,60+,Cape Town,Desserts,Cheesecake,4,137.22,548.88,31.8,137.63,Cash
INV009561,2023-07-13,CUST2429,Male,46-60,Port Elizabeth,Drinks,Tea,3,124.63,373.89,19.52,176.29,EFT
INV009562,2023-07-13,CUST8543,Male,60+,Durban,Starters,Garlic Bread,1,129.51,129.51,6.09,50.11,Cash
INV009563,2023-07-13,CUST6614,Female,18-25,Durban,Main Course,Beef Burger,2,204.31,408.62,11.69,118.44,Card
INV009564,2023-07-13,CUST2880,Male,46-60,Cape Town,Drinks,Beer,4,79.77,319.08,2.87,83.5,Cash
INV009565,2023-07-13,CUST8417,Female,26-35,Cape Town,Desserts,Ice Cream,1,224.13,224.13,19.17,82.48,Card
INV009566,2023-07-13,CUST6945,Female,36-45,Port Elizabeth,Desserts,Ice Cream,2,216.7,433.4,20.8,130.04,Cash
INV009567,2023-07-13,CUST2009,Male,26-35,Pretoria,Starters,Salad,4,142.72,570.88,1.47,278.13,EFT
INV009568,2023-07-13,CUST8824,Female,26-35,Port Elizabeth,Drinks,Coffee,1,119.73,119.73,5.66,59.76,Card
INV009569,2023-07-13,CUST3452,Female,36-45,Johannesburg,Main Course,Pasta Alfredo,1,118.85,118.85,9.99,33.45,Card
INV009570,2023-07-13,CUST5104,Male,60+,Cape Town,Drinks,Tea,1,85.95,85.95,5.83,23.54,EFT
INV009571,2023-07-13,CUST4754,Female,26-35,Johannesburg,Main Course,Grilled Chicken,3,226.29,678.87,40.08,155.12,Cash
INV009572,2023-07-13,CUST5902,Female,26-35,Johannesburg,Starters,Chicken Wings,4,164.27,657.08,31.64,261.58,EFT
INV009573,2023-07-13,CUST7012,Female,60+,Durban,Drinks,Wine,3,130.54,391.62,38.65,185.79,Cash
INV009574,2023-07-13,CUST5164,Male,18-25,Durban,Drinks,Beer,4,81.28,325.12,9.77,83.0,EFT
INV009575,2023-07-13,CUST5597,Female,18-25,Pretoria,Desserts,Chocolate Cake,4,117.71,470.84,2.43,112.15,Card
INV009576,2023-07-13,CUST9523,Female,36-45,Port Elizabeth,Main Course,Steak,2,30.65,61.3,2.95,18.4,EFT
INV009577,2023-07-13,CUST1354,Male,18-25,Pretoria,Drinks,Coke,3,156.86,470.58,38.12,113.28,Cash
INV009578,2023-07-13,CUST4162,Male,36-45,Port Elizabeth,Drinks,Wine,2,210.17,420.34,2.58,204.18,EFT
INV009579,2023-07-13,CUST9076,Female,26-35,Durban,Drinks,Tea,1,75.46,75.46,3.5,32.21,Card
INV009580,2023-07-13,CUST9173,Male,46-60,Cape Town,Starters,Garlic Bread,1,118.45,118.45,8.97,49.53,Card
INV009581,2023-07-13,CUST4723,Female,26-35,Port Elizabeth,Starters,Chicken Wings,4,178.91,715.64,2.72,237.93,EFT
INV009582,2023-07-13,CUST9037,Female,26-35,Cape Town,Desserts,Chocolate Cake,2,220.91,441.82,36.83,202.81,Cash
INV009583,2023-07-14,CUST6167,Female,46-60,Durban,Drinks,Coffee,3,26.81,80.43,7.9,21.78,Card
INV009584,2023-07-14,CUST7625,Female,26-35,Pretoria,Main Course,Beef Burger,3,83.23,249.69,0.99,69.51,EFT
INV009585,2023-07-14,CUST6770,Male,26-35,Cape Town,Desserts,Chocolate Cake,3,110.69,332.07,32.11,135.98,EFT
INV009586,2023-07-14,CUST6777,Male,46-60,Pretoria,Main Course,Beef Burger,3,206.6,619.8,56.3,302.75,Cash
INV009587,2023-07-14,CUST5766,Female,26-35,Port Elizabeth,Starters,Garlic Bread,2,86.55,173.1,4.25,86.28,Card
INV009588,2023-07-14,CUST7610,Male,36-45,Johannesburg,Main Course,Steak,1,157.52,157.52,1.72,68.5,Cash
INV009589,2023-07-14,CUST2388,Male,36-45,Durban,Drinks,Coffee,3,20.51,61.53,2.55,21.84,Cash
INV009590,2023-07-14,CUST4217,Male,36-45,Cape Town,Main Course,Steak,3,54.76,164.28,16.32,75.79,Cash
INV009591,2023-07-14,CUST9927,Male,18-25,Pretoria,Starters,Salad,3,57.78,173.34,12.34,49.1,EFT
INV009592,2023-07-14,CUST1247,Male,18-25,Durban,Main Course,Fish & Chips,4,94.2,376.8,19.07,113.46,Card
INV009593,2023-07-14,CUST3463,Male,46-60,Pretoria,Starters,Soup of the Day,4,188.38,753.52,66.6,265.71,Cash
INV009594,2023-07-14,CUST8311,Female,46-60,Port Elizabeth,Drinks,Wine,3,82.78,248.34,21.5,110.29,Card
INV009595,2023-07-14,CUST8403,Male,26-35,Pretoria,Drinks,Tea,3,80.97,242.91,7.02,120.08,Card
INV009596,2023-07-14,CUST9877,Male,18-25,Pretoria,Desserts,Cheesecake,1,64.13,64.13,1.77,14.92,Cash
INV009597,2023-07-14,CUST3163,Female,18-25,Durban,Starters,Soup of the Day,2,228.66,457.32,25.25,186.53,Card
INV009598,2023-07-14,CUST1554,Female,60+,Durban,Starters,Soup of the Day,3,73.97,221.91,6.13,65.25,EFT
INV009599,2023-07-14,CUST1188,Female,60+,Pretoria,Desserts,Ice Cream,4,101.15,404.6,28.29,187.98,EFT
INV009600,2023-07-14,CUST3907,Male,36-45,Durban,Desserts,Pudding,1,78.53,78.53,3.57,22.61,EFT
INV009601,2023-07-14,CUST7110,Male,36-45,Port Elizabeth,Starters,Chicken Wings,4,55.84,223.36,18.37,91.77,Cash
INV009602,2023-07-14,CUST2611,Female,46-60,Cape Town,Main Course,Fish & Chips,4,21.15,84.6,2.97,20.15,EFT
INV009603,2023-07-14,CUST8630,Male,36-45,Johannesburg,Main Course,Beef Burger,1,48.09,48.09,1.42,13.36,Card
INV009604,2023-07-14,CUST3073,Female,18-25,Port Elizabeth,Drinks,Tea,4,184.66,738.64,71.75,216.51,Card
INV009605,2023-07-14,CUST8405,Female,26-35,Cape Town,Starters,Chicken Wings,2,158.82,317.64,26.93,101.12,Cash
INV009606,2023-07-14,CUST5183,Male,60+,Cape Town,Drinks,Beer,3,165.07,495.21,48.87,225.95,Card
INV009607,2023-07-14,CUST3336,Female,18-25,Cape Town,Starters,Soup of the Day,2,60.6,121.2,9.07,27.2,Cash
INV009608,2023-07-14,CUST2714,Male,46-60,Port Elizabeth,Drinks,Wine,1,228.22,228.22,3.65,99.66,Card
INV009609,2023-07-14,CUST9394,Female,26-35,Pretoria,Main Course,Fish & Chips,3,181.4,544.2,15.99,268.17,Cash
INV009610,2023-07-14,CUST2554,Female,46-60,Durban,Main Course,Grilled Chicken,3,91.05,273.15,6.43,107.02,Cash
INV009611,2023-07-14,CUST9882,Female,36-45,Johannesburg,Starters,Garlic Bread,3,111.43,334.29,18.42,120.36,Cash
INV009612,2023-07-14,CUST6313,Male,46-60,Port Elizabeth,Starters,Chicken Wings,3,100.86,302.58,29.84,88.17,Card
INV009613,2023-07-14,CUST2079,Male,26-35,Cape Town,Main Course,Grilled Chicken,2,64.02,128.04,5.46,50.57,EFT
INV009614,2023-07-14,CUST5666,Female,46-60,Johannesburg,Main Course,Beef Burger,2,149.27,298.54,25.04,134.84,EFT
INV009615,2023-07-14,CUST8501,Male,26-35,Cape Town,Desserts,Chocolate Cake,2,239.06,478.12,28.22,96.72,EFT
INV009616,2023-07-14,CUST2527,Female,26-35,Johannesburg,Main Course,Fish & Chips,1,95.49,95.49,5.23,45.02,Card
INV009617,2023-07-14,CUST1523,Male,26-35,Port Elizabeth,Main Course,Steak,4,155.94,623.76,25.81,173.7,Cash
INV009618,2023-07-14,CUST3216,Male,36-45,Pretoria,Starters,Soup of the Day,1,87.74,87.74,4.63,32.24,EFT
INV009619,2023-07-14,CUST8710,Male,18-25,Cape Town,Desserts,Ice Cream,1,199.7,199.7,6.04,95.74,EFT
INV009620,2023-07-14,CUST6001,Male,18-25,Pretoria,Main Course,Beef Burger,4,163.95,655.8,1.22,172.31,Cash
INV009621,2023-07-14,CUST3163,Female,46-60,Cape Town,Main Course,Grilled Chicken,2,124.36,248.72,3.13,80.21,Cash
INV009622,2023-07-14,CUST8434,Male,36-45,Johannesburg,Starters,Salad,1,225.29,225.29,20.03,71.22,Cash
INV009623,2023-07-14,CUST1119,Female,60+,Durban,Starters,Salad,2,49.61,99.22,3.02,42.8,Cash
INV009624,2023-07-14,CUST4017,Female,18-25,Pretoria,Main Course,Grilled Chicken,1,145.17,145.17,1.73,44.17,EFT
